TeilObjNum;Name
AG1020115;Winterholde
AG5010009;Altenberg
AG5010010;Altenberg
AG5010013;Lören
AG5010012;Lören
AG5010011;Lören
AG1020097;Reben
AG1020096;Reben
AG1020099;Reben
AG1020098;Reben
AG2030031;Schihalden
AG2030030;Schihalden
AG2130081;Buessberg
AG2130080;Buessberg
AG2130079;Buessberg
AG2030029;Schihalden
AG2070006;Schihalden
AG2070003;Schihalden
AG2030028;Schihalden
AG2030044;Schihalden
AG2070005;Schihalden
AG2070004;Schihalden
AG1110006;Steindler
AG1110005;Steindler
AG5010002;Chripfe
AG5010003;Chripfe
AG5010001;Chripfe
AG5010004;Chripfe
AG5010005;Chripfe
AG5010006;Chripfe
AG5010007;Chripfe
AG2130066;Chneublet
AG2130067;Chneublet
AG2020033;Ämet
AG2020035;Ämet
AG2020034;Ämet
AG2130097;Eiteberg
AG2130098;Eiteberg
AG2020073;Üselmatt
AG2020078;Üselmatt
AG2020072;Üselmatt
AG2020071;Üselmatt
AG2020066;Rohregg
AG2020074;Rohregg
AG2020065;Rohregg
AG2020063;Rohregg
AG2020067;Rohregg
AG2020068;Rohregg
AG2020064;Rohregg
AG2130065;Unterem Hag
AG3020041;Unterem Hag
AG3020040;Unterem Hag
AG1020106;Herzberg
AG1020107;Herzberg
AG1020104;Staffelegg
AG1020105;Staffelegg
AG1020109;Chli Wolf
AG1020108;Chli Wolf
AG2130083;Halden
AG2130082;Halden
AG2130090;Ängi
AG2130089;Ängi
AG2130084;Ängi
AG2130086;Ängi
AG2130087;Ängi
AG2130085;Ängi
AG2130088;Ängi
AG1110013;Luegeten
AG1110011;Luegeten
AG1110009;Luegeten
AG1110012;Luegeten
AG1110010;Luegeten
AG3020024;Chüerüti
AG2020084;Staltenmatt
AG2020083;Staltenmatt
AG2020080;Staltenmatt
AG2020081;Staltenmatt
AG2020082;Staltenmatt
AG2020079;Staltenmatt
AG2130099;Buhalde
AG2130100;Buhalde
AG2130102;Buhalde
AG2130105;Cholgrueben
AG2130106;Cholgrueben
AG2030041;Wermet
AG2030043;Unteri Au
AG2030001;Ämmeribuck
AG2030033;Gugli
AG2030022;Rüti
AG3020027;Eich
AG2030038;Rüti
AG3020033;Hännen
AG3070003;Chessler
AG2030027;Chessler
AG3070008;Chessler
AG2030017;Weid
AG2030016;Rüdle
AG2030013;Rüdlehöf
AG3020047;Pilgerhöf
AG3020023;Hellmatt
AG3020002;Homberg
AG3020028;Eggenrain
AG3020029;Eggenrain
AG2030007;Lindebode
AG2030011;Lindebode
AG2030009;Lindebode
AG2030012;Lindebode
AG2030008;Lindebode
AG2030015;Lindebode
AG2030006;Lindebode
AG2030003;Strihe
AG2030002;Strihe
AG3020039;Ufem Rain
AG3020038;Ufem Rain
AG3020012;Eichlenen
AG3020011;Eichlenen
AG2070001;Hundruggen
AG2070002;Hundruggen
AG3070011;Tannenhof
AG3070004;Chessler
AG3070005;Chessler
LU3030002;Bachtalen
LU2020003;Bonsbrig
LU3030018;Stuck
LU3030019;Stuck
LU2130004;Bränte
LU2130003;Bränte
LU2130021;Buechen
LU2130020;Buechen
LU2130022;Buechen
LU2020005;Heiligchrüz
LU2020006;Heiligchrüz
LU3030021;Würzenstock
LU3030022;Unterstetten
LU3010001;Chestenenweid
LU2130014;Dossen
LU3030023;Dossen
LU2130011;Dossen
LU2130013;Dossen
LU2020009;Dossen
LU2130012;Dossen
LU2020007;Dossen
LU2020008;Dossen
LU3030024;Dossen
LU2020020;Dossen
LU2130016;Träbel
LU2020011;Gäbetswil
LU3030007;Chriesbaumberg
LU3030008;Chriesbaumberg
LU3030009;Chriesbaumberg
LU2020012;Chriesbaumberg
LU2130007;Mülistutz
LU2130006;Mittel Grämse
LU2130005;Mittel Grämse
LU2130015;Mülistutz
LU3110001;Märis
LU2130010;Märis
LU3030025;Laui
LU3030010;Farneren
LU3030015;Farneren
LU3030011;Farneren
LU3030017;Farneren
LU3030016;Farneren
LU3030013;Farneren
LU2020023;Chäslistetten
LU2130035;Hurbelen
LU2020015;Chragen
LU2020014;Chragen
LU2020013;Chragen
LU2130025;Tällen
LU2130026;Ober Gummen
LU2130024;Bodenhütten
LU2020016;Böli
LU2020018;Chlus
LU2020017;Chlus
LU2130030;Unter Wisstannen
LU2130028;Ober Wisstannen
LU2020019;Achs
LU3120003;Napf
LU3120001;Napf
LU3120002;Napf
LU3120004;Napf
BE2130105;Graggen-Rächtli
BE2020019;Weidli
BE3120681;Widi
BE2070001;Widi
BE2070002;Widi
BE2070003;Widi
BE3120682;Widi
BE3120680;Widi
BE2070004;Widi
BE2070095;Widi
BE3070021;Rüppi
BE5010007;Rüppi
BE5010012;Rüppi
BE3070005;Rüppi
BE3070006;Rüppi
BE3070009;Rüppi
BE3070011;Rüppi
BE3070012;Rüppi
BE3070014;Rüppi
BE3070015;Rüppi
BE3070016;Rüppi
BE3070017;Rüppi
BE3070018;Rüppi
BE3070019;Rüppi
BE3070020;Rüppi
BE3080016;Rüppi
BE5010016;Rüppi
BE5010008;Rüppi
BE5010009;Rüppi
BE3080015;Rüppi
BE5010017;Rüppi
BE3080013;Rüppi
BE3120703;Rüppi
BE3080017;Rüppi
BE3120684;Rüppi
BE3120683;Rüppi
BE5010003;Rüppi
BE5010004;Rüppi
BE5010005;Rüppi
BE2070011;Am Hubel
BE2070010;Am Hubel
BE2070032;Schreielberg
BE2070028;Schreielberg
BE2070029;Schreielberg
BE2070031;Schreielberg
BE2070030;Schreielberg
BE3020003;Bärenloch
BE3020004;Bärenloch
BE3020002;Bärenloch
BE3070002;Ried
BE3070003;Ried
BE5010011;Ried
BE5010010;Ried
BE5010014;Ried
BE5010001;Ried
BE5010002;Ried
BE5010042;Ried
BE5010041;Ried
BE5010040;Ried
BE3070001;Ried
BE5010013;Ried
BE5010015;Ried
BE3120706;Ried
BE3120704;Forst
BE5010043;Forst
BE3070022;Lochgrabe
BE3070023;Lochgrabe
BE5010033;Burstegg
BE5010030;Burstegg
BE3030160;Burstegg
BE3060094;Burstegg
BE3030159;Burstegg
BE3060093;Burstegg
BE3030158;Burstegg
BE5010031;Burstegg
BE5010029;Burstegg
BE5010028;Burstegg
BE5010027;Burstegg
BE3070086;Burstegg
BE5010032;Burstegg
BE5010034;Chumi
BE5010022;Metzli
BE5010019;Metzli
BE5010021;Metzli
BE5010020;Metzli
BE5010018;Metzli
BE3070046;Mäggisserenegg
BE3070044;Mäggisserenegg
BE3070045;Mäggisserenegg
BE3070043;Mäggisserenegg
BE3070041;Mäggisserenegg
BE3070042;Mäggisserenegg
BE3081052;Spissliegg
BE3081170;Spissliegg
BE5010035;Spissliegg
BE5010036;Spissliegg
BE5010037;Spissliegg
BE5010038;Spissliegg
BE5010039;Spissliegg
BE3030165;Spissliegg
BE3030166;Spissliegg
BE5010026;Granti
BE5010025;Granti
BE5010024;Granti
BE2020031;Gempelebärgli
BE2020030;Gempelebärgli
BE3070047;Gempelebärgli
BE3081046;Gempelebärgli
BE3180015;Gempelebärgli
BE3070024;Meise
BE3070026;Halte
BE3070025;Halte
BE3070030;Halte
BE3070029;Halte
BE3070028;Halte
BE3070027;Halte
BE3070048;Wildi
BE3070049;Wildi
BE3030141;Wildi
BE1130999;La Belle Etoile
BE2130115;Ryschere
BE2130117;Ryschere
BE2130116;Ryschere
BE2130113;Ryschere
BE2130114;Ryschere
BE3190612;Waachli
BE2130208;Waachli
BE3190624;Waachli
BE3130087;Waachli
BE3060077;Oberarni
BE2070097;Gummenalp
BE2020012;Brüch
BE3010003;Thierachern-Allmid
BE3010001;Thierachern-Allmid
BE3130058;Thierachern-Allmid
BE3130057;Thierachern-Allmid
BE3130056;Thierachern-Allmid
BE3130055;Thierachern-Allmid
BE3030051;Thierachern-Allmid
BE3030052;Thierachern-Allmid
BE3030053;Thierachern-Allmid
BE3010004;Thierachern-Allmid
BE3060088;Chratzi
BE3060091;Chratzi
BE3060090;Chratzi
BE3060089;Chratzi
BE3130067;Reidige
BE3070623;Underchlusi
BE3120018;Underchlusi
BE3130040;Underchlusi
BE3070622;Underchlusi
BE3030021;Mittelweid
BE3030045;Mittelweid
BE3030048;Mittelweid
BE3030046;Mittelweid
BE3030044;Mittelweid
BE3080710;Mittelweid
BE3030057;Mittelweid
BE3030020;Mittelweid
BE3030056;Mittelweid
BE3030055;Mittelweid
BE3030054;Mittelweid
BE3030050;Mittelweid
BE3080711;Mittelweid
BE3030047;Mittelweid
BE3030049;Mittelweid
BE3030076;Albristhubel
BE2090073;Albristhubel
BE3030078;Albristhubel
BE3030077;Albristhubel
BE2070094;Obersteinberg
BE3120808;Obersteinberg
BE2130093;Biglenalp
BE2020025;Bunderspitz
BE3070074;Le Gibet
BE3070066;Le Gibet
BE3070054;Le Gibet
BE3070053;Le Gibet
BE3070067;Le Gibet
BE3060078;Mosbielen
BE3130090;Matte
BE3130089;Matte
BE3120004;Matte
BE3120005;Matte
BE3120006;Matte
BE2030045;Reckholderli
BE2030039;Reckholderli
BE2030050;Reckholderli
BE2030049;Reckholderli
BE2030048;Reckholderli
BE3080945;Reckholderli
BE3080930;Reckholderli
BE3080931;Reckholderli
BE3081017;Reckholderli
BE2030046;Reckholderli
BE3080942;Reckholderli
BE3080943;Reckholderli
BE3080944;Reckholderli
BE3080947;Reckholderli
BE3080946;Reckholderli
BE2030038;Reckholderli
BE2030047;Reckholderli
BE3080928;Reckholderli
BE2030044;Reckholderli
BE3080929;Reckholderli
BE3080927;Reckholderli
BE3030064;Färmelmeder
BE3130086;Färmelmeder
BE3130085;Färmelmeder
BE3130084;Färmelmeder
BE3130083;Färmelmeder
BE3130082;Färmelmeder
BE3130081;Färmelmeder
BE3130080;Färmelmeder
BE3130079;Färmelmeder
BE3130078;Färmelmeder
BE3130076;Färmelmeder
BE3030065;Färmelmeder
BE2090070;Färmelmeder
BE2090069;Färmelmeder
BE2090068;Färmelmeder
BE3030069;Färmelmeder
BE3130077;Färmelmeder
BE3130072;Färmelmeder
BE3130074;Färmelmeder
BE3130075;Färmelmeder
BE3030067;Färmelmeder
BE3030066;Färmelmeder
BE3030073;Färmelmeder
BE3030072;Färmelmeder
BE3030070;Färmelmeder
BE2020014;Wilervorsess
BE3070680;Wilervorsess
BE3070671;Wilervorsess
BE2020013;Wilervorsess
BE2130092;Egritz
BE2130091;Egritz
BE2130089;Egritz
BE2130090;Egritz
BE3060076;Laubwang
BE3130025;Ällmereweide
BE3130026;Ällmereweide
BE3130027;Ällmereweide
BE3130028;Ällmereweide
BE3070634;Ällmereweide
BE3130037;Ällmereweide
BE3070635;Ällmereweide
BE3070633;Ällmereweide
BE3060083;Schilt
BE3130088;Hintere Walop
BE3190725;Hintere Walop
BE3190726;Hintere Walop
BE2130100;Zind
BE2130101;Zind
BE2130102;Zind
BE2130112;Zind
BE3060069;Underste Gurbs
BE2130095;Höhi Egg
BE2020023;Aabeberg
BE2020022;Aabeberg
BE3130052;Räbersegg
BE3070638;Räbersegg
BE3130054;Räbersegg
BE3130053;Räbersegg
BE3130066;Galm
BE2090060;Pfaffebergmäder
BE2090059;Pfaffebergmäder
BE2090058;Pfaffebergmäder
BE2090057;Pfaffebergmäder
BE2090050;Pfaffebergmäder
BE2090051;Pfaffebergmäder
BE3020009;Pfaffebergmäder
BE3020008;Pfaffebergmäder
BE2090063;Pfaffebergmäder
BE3020007;Pfaffebergmäder
BE2090064;Pfaffebergmäder
BE2090065;Pfaffebergmäder
BE3020010;Pfaffebergmäder
BE2090053;Pfaffebergmäder
BE3020011;Pfaffebergmäder
BE2090054;Pfaffebergmäder
BE3020012;Pfaffebergmäder
BE2090056;Pfaffebergmäder
BE2090066;Pfaffebergmäder
BE3020013;Pfaffebergmäder
BE3020015;Pfaffebergmäder
BE3020016;Pfaffebergmäder
BE2090061;Pfaffebergmäder
BE3020018;Pfaffebergmäder
BE2090055;Pfaffebergmäder
BE2090052;Pfaffebergmäder
BE2090062;Pfaffebergmäder
BE3020017;Pfaffebergmäder
BE2130180;Im Aabe
BE2070103;Im Aabe
BE3120002;Grümberg
BE3120001;Grümberg
BE3030038;Meielsgrund
BE3030035;Meielsgrund
BE3030036;Meielsgrund
BE3030031;Meielsgrund
BE3030037;Meielsgrund
BE3030032;Meielsgrund
BE3030033;Meielsgrund
BE3030034;Meielsgrund
BE3060037;Tschingel
BE2070133;Tschingel
BE2070100;Tschingel
BE2070101;Tschingel
BE2070132;Tschingel
BE2070129;Tschingel
BE3060031;Tschingel
BE3060032;Tschingel
BE2070102;Tschingel
BE3060033;Tschingel
BE3060034;Tschingel
BE2070130;Tschingel
BE2070131;Tschingel
BE3060035;Tschingel
BE2070111;Tschingel
BE2070110;Tschingel
BE2070109;Tschingel
BE2070134;Tschingel
BE2070112;Tschingel
BE3060029;Tschingel
BE2070113;Tschingel
BE2070115;Tschingel
BE3060025;Tschingel
BE3120847;Tschingel
BE3120848;Tschingel
BE2070116;Tschingel
BE2070117;Tschingel
BE3060026;Tschingel
BE3060027;Tschingel
BE2070118;Tschingel
BE2070119;Tschingel
BE3060028;Tschingel
BE2070108;Tschingel
BE3060030;Tschingel
BE3060082;Tschingel
BE3060081;Tschingel
BE3060080;Tschingel
BE3060079;Tschingel
BE3060075;Tschingel
BE3060074;Tschingel
BE3060073;Tschingel
BE3060072;Tschingel
BE3060071;Tschingel
BE2070120;Tschingel
BE2070114;Tschingel
BE3060036;Tschingel
BE3060070;Tschingel
BE3060068;Tschingel
BE3060067;Tschingel
BE3130065;Chuelouenen
BE3130064;Chuelouenen
BE3130063;Chuelouenen
BE3130062;Chuelouenen
BE3130060;Chuelouenen
BE3080705;Chuelouenen
BE3080707;Chuelouenen
BE3080706;Chuelouenen
BE2090076;Pavillon
BE2090077;Pavillon
BE2090078;Pavillon
BE2130107;Tschäggere
BE2130108;Tschäggere
BE3030010;Fangweid
BE2030062;Fangweid
BE2130054;Riggis
BE2130053;Riggis
BE2130052;Riggis
BE2070099;Weng
BE2020026;Linterbärgli
BE2020027;Linterbärgli
BE2090014;Blankenburg
BE2090018;Blankenburg
BE2090015;Blankenburg
BE2090016;Blankenburg
BE2090017;Blankenburg
BE3130016;Blankenburg
BE3130015;Blankenburg
BE2090019;Blankenburg
BE3080617;Geeristei
BE2090033;Geeristei
BE2090001;Geeristei
BE2090002;Geeristei
BE3120022;Geeristei
BE2090035;Geeristei
BE2090020;Geeristei
BE2090021;Geeristei
BE3120024;Geeristei
BE2090023;Geeristei
BE2090024;Geeristei
BE2090025;Geeristei
BE2090026;Geeristei
BE2090027;Geeristei
BE2090028;Geeristei
BE2090029;Geeristei
BE2090030;Geeristei
BE2090031;Geeristei
BE2090032;Geeristei
BE3120023;Geeristei
BE2090022;Geeristei
BE3080619;Geeristei
BE3080618;Geeristei
BE2090034;Geeristei
BE2030001;Geeristei
BE3080611;Geeristei
BE3080620;Geeristei
BE3080616;Geeristei
BE3120025;Bächenallmi
BE3120021;Bächenallmi
BE3130051;Bächenallmi
BE3130049;Bächenallmi
BE3130068;Bächenallmi
BE3070625;Bächenallmi
BE3130050;Bächenallmi
BE3070624;Bächenallmi
BE3130041;Bächenallmi
BE2090037;Meniggrund
BE2090038;Meniggrund
BE2090039;Meniggrund
BE2090040;Meniggrund
BE2090042;Meniggrund
BE2090041;Meniggrund
BE2090043;Meniggrund
BE2090044;Meniggrund
BE2090045;Meniggrund
BE2090046;Meniggrund
BE2090047;Meniggrund
BE2090048;Meniggrund
BE3080677;Meniggrund
BE3080676;Meniggrund
BE2090036;Meniggrund
BE2070083;Stägeschopf
BE2070121;Flüemeder
BE2070105;Flüemeder
BE3110829;Flüemeder
BE2070106;Flüemeder
BE2070107;Flüemeder
BE2070128;Flüemeder
BE2070104;Flüemeder
BE2070125;Flüemeder
BE2070124;Flüemeder
BE2070123;Flüemeder
BE2070122;Flüemeder
BE2070127;Flüemeder
BE2070126;Flüemeder
BE2030035;Halte
BE2030020;Halte
BE2030022;Halte
BE2030023;Halte
BE2030021;Halte
BE3080865;Halte
BE2030018;Halte
BE2030019;Halte
BE2130045;Bort
BE2130043;Bort
BE2130086;Bort
BE2130046;Bort
BE2130044;Bort
BE2130040;Bort
BE2130041;Bort
BE2020004;Bort
BE2020003;Bort
BE2130079;Bort
BE2130042;Bort
BE2020002;Bort
BE2020001;Bort
BE2130078;Bort
BE2130077;Bort
BE2130076;Bort
BE2130075;Bort
BE2130083;Bort
BE2130087;Bort
BE2130088;Bort
BE2130085;Bort
BE2130084;Bort
BE2130080;Arisberg
BE2130065;Arisberg
BE2130067;Arisberg
BE2130066;Arisberg
BE2130081;Arisberg
BE2130068;Arisberg
BE2020008;Tüüchtelwengli
BE3130024;In de Brüche
BE3130023;In de Brüche
BE3130030;In de Brüche
BE3130029;In de Brüche
BE2130035;Allmi
BE2130032;Allmi
BE2130030;Allmi
BE2130036;Allmi
BE2130034;Allmi
BE2130022;Allmi
BE2130031;Allmi
BE2130033;Allmi
BE2130018;Allmi
BE2130019;Allmi
BE2130020;Allmi
BE2130021;Allmi
BE3030018;Leitereweideni
BE3030017;Leitereweideni
BE3030016;Leitereweideni
BE3030015;Leitereweideni
BE3030014;Leitereweideni
BE3030019;Leitereweideni
BE2030061;Lineboden
BE2030060;Lineboden
BE2130099;Eggmittelberg
BE2130098;Eggmittelberg
BE2130111;Eggmittelberg
BE2130103;Gugger
BE2130104;Gugger
BE3030063;Gläckmeder
BE3030062;Gläckmeder
BE3030060;Gläckmeder
BE3030061;Gläckmeder
BE3130070;Gläckmeder
BE2070098;Wenden
BE3030071;Muri
BE3030058;Nüjeberg
BE2020024;Unders Gälmi
BE2020018;Unders Gälmi
BE2070081;Obri Ammerta
BE2070079;Obri Ammerta
BE2070080;Obri Ammerta
BE3180013;Rieder
BE3180014;Rieder
BE3130091;Betelbergmeder
BE3190802;Betelbergmeder
BE3120007;Betelbergmeder
BE3120009;Betelbergmeder
BE3120008;Betelbergmeder
BE2090012;Wolfsgruebeweid
BE2090013;Wolfsgruebeweid
BE3060084;Sengg
BE3060066;Sengg
BE3060047;Sengg
BE3060065;Sengg
BE3060064;Sengg
BE3060053;Sengg
BE3060061;Sengg
BE3060038;Sengg
BE3060039;Sengg
BE3060040;Sengg
BE3060041;Sengg
BE3060042;Sengg
BE3060063;Sengg
BE3060043;Sengg
BE3060052;Sengg
BE3060055;Sengg
BE3060056;Sengg
BE3060048;Sengg
BE3060044;Sengg
BE3060057;Sengg
BE3060058;Sengg
BE3060059;Sengg
BE3060060;Sengg
BE3060062;Sengg
BE3060050;Sengg
BE3060045;Sengg
BE3060049;Sengg
BE3060054;Sengg
BE3060046;Sengg
BE3060051;Sengg
BE2030056;Houete
BE2020016;Tannersgrabe
BE2020017;Tannersgrabe
BE3080025;Wanne
BE3080027;Wanne
BE3080024;Wanne
BE3080023;Wanne
BE2130063;Wanne
BE2130064;Wanne
BE3080026;Wanne
BE2070096;Bielenweid
BE2090072;Albristmeder
BE3060099;Otteremeder
BE3060100;Otteremeder
BE3060101;Otteremeder
BE3060102;Otteremeder
BE3060103;Otteremeder
BE3060104;Otteremeder
BE2130218;Otteremeder
BE2130219;Otteremeder
BE2130220;Otteremeder
BE3190035;Otteremeder
BE3190034;Otteremeder
BE3190033;Otteremeder
BE3190032;Otteremeder
BE3190031;Otteremeder
BE3190026;Otteremeder
BE3190025;Otteremeder
BE3130173;Otteremeder
BE3130172;Otteremeder
BE3130171;Otteremeder
BE3130170;Otteremeder
BE3130169;Otteremeder
BE3130168;Otteremeder
BE3130167;Otteremeder
BE3060095;Otteremeder
BE3060096;Otteremeder
BE3060098;Otteremeder
BE3081049;Otteremeder
BE3060097;Otteremeder
BE2130198;Otteremeder
BE2130199;Otteremeder
BE2130200;Otteremeder
BE2130201;Otteremeder
BE2130202;Otteremeder
BE2130213;Otteremeder
BE2130214;Otteremeder
BE2130215;Otteremeder
BE2130216;Otteremeder
BE2130217;Otteremeder
BE2130663;Schauenegg
BE2030058;Schauenegg
BE2030059;Schauenegg
BE2030063;Schauenegg
BE3110927;Schauenegg
BE2130664;Schauenegg
BE2030057;Schauenegg
BE3110731;Schauenegg
BE3130034;Chöldrist
BE3130033;Chöldrist
BE3130032;Chöldrist
BE3130031;Chöldrist
BE3130022;Chöldrist
BE3130021;Chöldrist
BE3130020;Chöldrist
BE3130019;Chöldrist
BE3130018;Chöldrist
BE3130017;Chöldrist
BE2130110;Bärgli
BE2130109;Bärgli
BE3130048;Loueneweidli
BE3130047;Loueneweidli
BE3130046;Loueneweidli
BE3130045;Loueneweidli
BE3110844;Loueneweidli
BE2130060;Innerrüteni
BE2130058;Innerrüteni
BE2130057;Innerrüteni
BE2130062;Innerrüteni
BE2130017;Innerrüteni
BE2130016;Innerrüteni
BE2130061;Innerrüteni
BE2130059;Innerrüteni
BE2130056;Innerrüteni
BE2130055;Innerrüteni
BE3130005;Teller
BE3130006;Teller
BE3130008;Teller
BE3130007;Teller
BE3130009;Teller
BE2070067;Scharte
BE3190736;Stafel
BE2130097;Stafel
BE2130011;Gütsch
BE2130012;Gütsch
BE2130010;Gütsch
BE3080008;Gütsch
BE3110730;Chäleweid
BE3130012;Chäleweid
BE3130013;Chäleweid
BE2030064;Chäleweid
BE3130014;Chäleweid
BE3110728;Chäleweid
BE3110729;Chäleweid
BE3030075;Albristmeder
BE3030074;Albristmeder
BE3030013;Sali
BE3030011;Sali
BE3030012;Sali
BE3080012;Chanderbrüggallmi
BE3080010;Chanderbrüggallmi
BE3080011;Chanderbrüggallmi
BE2030002;Leuggis
BE2030004;Leuggis
BE2030005;Leuggis
BE3080614;Leuggis
BE3080612;Leuggis
BE3080615;Leuggis
BE2030017;Leuggis
BE2030003;Leuggis
BE3180010;Weid
BE3080753;Weid
BE2130074;Spicherallmi
BE3120626;Lusseweid
BE3030027;Lusseweid
BE3120627;Lusseweid
BE3030028;Lusseweid
BE3030029;Lusseweid
BE3120629;Lusseweid
BE3030030;Lusseweid
BE3030022;Lusseweid
BE3030042;Lusseweid
BE3120630;Lusseweid
BE3030043;Lusseweid
BE3030039;Lusseweid
BE3030040;Lusseweid
BE3030041;Lusseweid
BE3110624;Lusseweid
BE3120628;Lusseweid
BE3030023;Lusseweid
BE3030024;Lusseweid
BE3030025;Lusseweid
BE3030026;Lusseweid
BE2020028;Linterbärgli
BE3030005;Buechistock
BE3030007;Buechistock
BE3030008;Buechistock
BE3030009;Buechistock
BE3080643;Buechistock
BE3080646;Buechistock
BE3080647;Buechistock
BE3030006;Buechistock
BE3080055;Schwanderbärgli
BE3080056;Schwanderbärgli
BE3080057;Schwanderbärgli
BE3080053;Schwanderbärgli
BE3080054;Schwanderbärgli
BE3080052;Schwendi
BE3080051;Schwendi
BE3080050;Schwendi
BE3080048;Schwendi
BE3080047;Schwendi
BE3080049;Schwendi
BE3080046;Schwendi
BE2130023;Senggi
BE3080625;Farniweid
BE3080626;Farniweid
BE3080624;Farniweid
BE2090010;Farniweid
BE2090011;Farniweid
BE2090009;Farniweid
BE2030029;Steinacher
BE2030032;Steinacher
BE2030033;Steinacher
BE2030010;Steinacher
BE2030009;Steinacher
BE2030008;Steinacher
BE2030027;Steinacher
BE2030026;Steinacher
BE2030025;Steinacher
BE2030024;Steinacher
BE2030028;Steinacher
BE2030007;Steinacher
BE2030006;Steinacher
BE2030013;Steinacher
BE2030012;Steinacher
BE2030011;Steinacher
BE2030030;Steinacher
BE2030031;Steinacher
BE3130004;Im Stutz
BE3130003;Im Stutz
BE3130002;Im Stutz
BE3130039;Rosenegg
BE3130038;Rosenegg
BE2070044;Undri Hagweid
BE3080041;Sytiweidleni
BE3080045;Sytiweidleni
BE3080044;Sytiweidleni
BE3080043;Sytiweidleni
BE3080042;Sytiweidleni
BE3080076;Stäga
BE3080075;Stäga
BE3080078;Stäga
BE3080079;Stäga
BE3080077;Stäga
BE3060022;Gstepf
BE3060021;Gstepf
BE3060017;Gstepf
BE3060018;Gstepf
BE3060020;Gstepf
BE3060024;Gstepf
BE3060019;Gstepf
BE3060023;Gstepf
BE3060015;Gstepf
BE3060016;Gstepf
BE2090067;Egglimäder
BE2130082;Hohstand
BE3120837;Hohstand
BE2130048;Hohstand
BE2130050;Hohstand
BE2130049;Hohstand
BE2130047;Hohstand
BE2130051;Hohstand
BE2070035;Eigen
BE3080029;Küenzeli
BE3080019;Küenzeli
BE3080018;Küenzeli
BE3080014;Küenzeli
BE3080020;Küenzeli
BE3080028;Küenzeli
BE2070037;Leesyten
BE2070038;Leesyten
BE2070036;Leesyten
BE2130004;Stampach
BE2130003;Stampach
BE2130001;Stampach
BE2130002;Stampach
BE3080031;Uf de Höfte
BE2090075;Runtschi
BE3080062;Preech
BE3080061;Preech
BE3080060;Preech
BE2030034;Äbnet
BE3080063;Am Stalden
BE3080064;Am Stalden
BE3070060;Unterer Ofenbielen
BE3070061;Unterer Ofenbielen
BE3070062;Unterer Ofenbielen
BE2070064;Oberbürgle
BE2070065;Oberbürgle
BE2070066;Oberbürgle
BE3080002;In de Weidene
BE3080003;In de Weidene
BE3080001;In de Weidene
BE3080007;In de Weidene
BE3080006;In de Weidene
BE3080005;In de Weidene
BE3080004;In de Weidene
BE2130014;Reckenthal
BE2130015;Reckenthal
BE2070047;Staldiberg
BE2070053;Staldiberg
BE2070052;Staldiberg
BE2070050;Staldiberg
BE2070051;Staldiberg
BE2070054;Staldiberg
BE3080033;Raben
BE3080034;Raben
BE3060013;Rohr
BE3060014;Rohr
BE3130001;Stuel
BE2070013;Ried
BE2130029;Gwand
BE3080065;Ufem Dirr
BE3080066;Ufem Dirr
BE3080067;Ufem Dirr
BE2070019;Adelrain
BE2070015;Adelrain
BE2070014;Adelrain
BE2070021;Adelrain
BE2070022;Adelrain
BE2070024;Adelrain
BE2070025;Adelrain
BE2070026;Adelrain
BE2070020;Adelrain
BE2070023;Adelrain
BE2070016;Adelrain
BE2070017;Adelrain
BE2070018;Adelrain
BE2130013;Ausser Kandergrund
BE3130069;Am obere Laseberg
BE2070045;Tripfi
BE3120617;Tripfi
BE3120616;Tripfi
BE2070077;Vorsess
BE2070078;Vorsess
BE2070084;Vorsess
BE2070085;Vorsess
BE2070086;Vorsess
BE2070087;Vorsess
BE2070088;Vorsess
BE2070075;Vorsess
BE2070089;Vorsess
BE2070092;Vorsess
BE2070093;Vorsess
BE2070076;Vorsess
BE2070012;Leewald
BE2030042;Enetgrabe
BE2030043;Enetgrabe
BE3070055;Chros
BE3180005;Chros
BE2090071;Raufligrat
BE2070055;Sattelweid
BE2070058;Sattelweid
BE2070057;Sattelweid
BE2070056;Sattelweid
BE2030016;Büel
BE2030014;Büel
BE2030015;Büel
BE2070068;Nessligen
BE2070069;Nessligen
BE2070070;Nessligen
BE2070071;Nessligen
BE2070091;Vorsess
BE2070090;Vorsess
BE3120011;Obermad
BE2130028;Obermad
BE2130073;Chalberstall
BE2130069;Chalberstall
BE2130070;Chalberstall
BE2130071;Chalberstall
BE2130072;Chalberstall
BE3180002;Rond Bois
BE3180003;Rond Bois
BE2070049;Staldi
BE2070048;Staldi
BE3080035;Obwang
BE3080037;Obwang
BE3080036;Obwang
BE3120013;Obwang
BE3120014;Obwang
BE3120015;Obwang
BE3120016;Obwang
BE3080768;Obwang
BE3080038;Obwang
BE3080039;Obwang
BE3080769;Obwang
BE3120017;Obwang
BE3010006;Holestei
BE3010005;Holestei
BE2070072;Gwiggi
BE2070073;Gwiggi
BE3180004;Im Moos
BE2070062;Underbürgle
BE2070061;Underbürgle
BE2070063;Underbürgle
BE2130039;Weidboden
BE2130038;Weidboden
BE3070073;Schwanderbärgli
BE3070072;Schwanderbärgli
BE3070071;Schwanderbärgli
BE3070070;Schwanderbärgli
BE2130007;Wiler
BE2130005;Wiler
BE2130006;Wiler
BE3110603;Bärenegg
BE2130008;Bärenegg
